country,date,Population,NewCases,TotalCases,NewDeaths,TotalDeaths,lat,long
Mexico_2020,11/19,127576000,4472,1019543,576,100104,23.6345,-102.5528
Mexico_2020,11/20,127576000,6426,1025969,719,100823,23.6345,-102.5528
Mexico_2020,11/21,127576000,6719,1032688,550,101373,23.6345,-102.5528
Mexico_2020,11/22,127576000,9187,1041875,303,101676,23.6345,-102.5528
Mexico_2020,11/23,127576000,7483,1049358,250,101926,23.6345,-102.5528
Mexico_2020,11/24,127576000,10794,1060152,813,102739,23.6345,-102.5528
Mexico_2020,11/25,127576000,10335,1070487,858,103597,23.6345,-102.5528
Mexico_2020,11/26,127576000,8107,1078594,645,104242,23.6345,-102.5528
Mexico_2020,11/27,127576000,12081,1090675,631,104873,23.6345,-102.5528
Mexico_2020,11/28,127576000,10728,1101403,586,105459,23.6345,-102.5528
Mexico_2020,11/29,127576000,5668,1107071,196,105655,23.6345,-102.5528
Mexico_2020,11/30,127576000,6472,1113543,285,105940,23.6345,-102.5528
Mexico_2020,12/1,127576000,8819,1122362,825,106765,23.6345,-102.5528
Mexico_2020,12/2,127576000,11251,1133613,800,107565,23.6345,-102.5528
Mexico_2020,12/3,127576000,11030,1144643,608,108173,23.6345,-102.5528
Mexico_2020,12/4,127576000,12127,1156770,690,108863,23.6345,-102.5528
Mexico_2020,12/5,127576000,11625,1168395,593,109456,23.6345,-102.5528
Mexico_2020,12/6,127576000,7455,1175850,261,109717,23.6345,-102.5528
Mexico_2020,12/7,127576000,6399,1182249,357,110074,23.6345,-102.5528
Mexico_2020,12/8,127576000,11006,1193255,800,110874,23.6345,-102.5528
Mexico_2020,12/9,127576000,11974,1205229,781,111655,23.6345,-102.5528
Mexico_2020,12/10,127576000,11897,1217126,671,112326,23.6345,-102.5528
Mexico_2020,12/11,127576000,12253,1229379,693,113019,23.6345,-102.5528
Mexico_2020,12/12,127576000,12057,1241436,685,113704,23.6345,-102.5528
Mexico_2020,12/13,127576000,8608,1250044,249,113953,23.6345,-102.5528
Mexico_2020,12/14,127576000,5930,1255974,345,114298,23.6345,-102.5528
Mexico_2020,12/15,127576000,11228,1267202,801,115099,23.6345,-102.5528
Mexico_2020,12/16,127576000,10297,1277499,670,115769,23.6345,-102.5528
Mexico_2020,12/17,127576000,11799,1289298,718,116487,23.6345,-102.5528
Mexico_2020,12/18,127576000,12248,1301546,762,117249,23.6345,-102.5528
Mexico_2020,12/19,127576000,12129,1313675,627,117876,23.6345,-102.5528
Mexico_2020,12/20,127576000,6870,1320545,326,118202,23.6345,-102.5528
Mexico_2020,12/21,127576000,5370,1325915,396,118598,23.6345,-102.5528
Mexico_2020,12/22,127576000,12511,1338426,897,119495,23.6345,-102.5528
Mexico_2020,12/23,127576000,11653,1350079,816,120311,23.6345,-102.5528
Mexico_2020,12/24,127576000,12485,1362564,861,121172,23.6345,-102.5528
Mexico_2020,12/25,127576000,9679,1372243,665,121837,23.6345,-102.5528
Mexico_2020,12/26,127576000,4974,1377217,189,122026,23.6345,-102.5528
Mexico_2020,12/27,127576000,6217,1383434,400,122426,23.6345,-102.5528
Mexico_2020,12/28,127576000,5996,1389430,429,122855,23.6345,-102.5528
Mexico_2020,12/29,127576000,12099,1401529,990,123845,23.6345,-102.5528
Mexico_2020,12/30,127576000,12406,1413935,1052,124897,23.6345,-102.5528
Mexico_2020,12/31,127576000,12159,1426094,910,125807,23.6345,-102.5528
Mexico_2021,1/1,127576000,11091,1437185,700,126507,23.6345,-102.5528
Mexico_2021,1/2,127576000,6359,1443544,344,126851,23.6345,-102.5528
Mexico_2021,1/3,127576000,5211,1448755,362,127213,23.6345,-102.5528
Mexico_2021,1/4,127576000,6464,1455219,544,127757,23.6345,-102.5528
Mexico_2021,1/5,127576000,11271,1466490,1065,128822,23.6345,-102.5528
Mexico_2021,1/6,127576000,13345,1479835,1165,129987,23.6345,-102.5528
Mexico_2021,1/7,127576000,13734,1493569,1044,131031,23.6345,-102.5528
Mexico_2021,1/8,127576000,14362,1507931,1038,132069,23.6345,-102.5528
Mexico_2021,1/9,127576000,16105,1524036,1135,133204,23.6345,-102.5528
Mexico_2021,1/10,127576000,10003,1534039,502,133706,23.6345,-102.5528
Mexico_2021,1/11,127576000,7594,1541633,662,134368,23.6345,-102.5528
Mexico_2021,1/12,127576000,14395,1556028,1314,135682,23.6345,-102.5528
Mexico_2021,1/13,127576000,15873,1571901,1235,136917,23.6345,-102.5528
Mexico_2021,1/14,127576000,16468,1588369,999,137916,23.6345,-102.5528
Mexico_2021,1/15,127576000,21366,1609735,1106,139022,23.6345,-102.5528
Mexico_2021,1/16,127576000,20523,1630258,1219,140241,23.6345,-102.5528
Mexico_2021,1/17,127576000,11170,1641428,463,140704,23.6345,-102.5528
Mexico_2021,1/18,127576000,8074,1649502,544,141248,23.6345,-102.5528
Mexico_2021,1/19,127576000,18894,1668396,1584,142832,23.6345,-102.5528
Mexico_2021,1/20,127576000,20548,1688944,1539,144371,23.6345,-102.5528
Mexico_2021,1/21,127576000,22339,1711283,1803,146174,23.6345,-102.5528
Mexico_2021,1/22,127576000,21007,1732290,1440,147614,23.6345,-102.5528
Mexico_2021,1/23,127576000,20057,1752347,1470,149084,23.6345,-102.5528
Mexico_2021,1/24,127576000,10872,1763219,530,149614,23.6345,-102.5528
Mexico_2021,1/25,127576000,8521,1771740,659,150273,23.6345,-102.5528
Mexico_2021,1/26,127576000,17165,1788905,1743,152016,23.6345,-102.5528
Mexico_2021,1/27,127576000,17944,1806849,1623,153639,23.6345,-102.5528
Mexico_2021,1/28,127576000,18670,1825519,1506,155145,23.6345,-102.5528
Mexico_2021,1/29,127576000,16374,1841893,1434,156579,23.6345,-102.5528
Mexico_2021,1/30,127576000,15337,1857230,1495,158074,23.6345,-102.5528
Mexico_2021,1/31,127576000,7030,1864260,462,158536,23.6345,-102.5528
Mexico_2021,2/1,127576000,5448,1869708,564,159100,23.6345,-102.5528
Mexico_2021,2/2,127576000,4384,1874092,433,159533,23.6345,-102.5528
Mexico_2021,2/3,127576000,12153,1886245,1707,161240,23.6345,-102.5528
Mexico_2021,2/4,127576000,0,1886245,0,161240,23.6345,-102.5528
Mexico_2021,2/5,127576000,26626,1912871,3050,164290,23.6345,-102.5528
Mexico_2021,2/6,127576000,13209,1926080,1496,165786,23.6345,-102.5528
Mexico_2021,2/7,127576000,6065,1932145,414,166200,23.6345,-102.5528
Mexico_2021,2/8,127576000,3868,1936013,531,166731,23.6345,-102.5528
Mexico_2021,2/9,127576000,10738,1946751,1701,168432,23.6345,-102.5528
Mexico_2021,2/10,127576000,11138,1957889,1328,169760,23.6345,-102.5528
Mexico_2021,2/11,127576000,10677,1968566,1474,171234,23.6345,-102.5528
Mexico_2021,2/12,127576000,10388,1978954,1323,172557,23.6345,-102.5528
Mexico_2021,2/13,127576000,9741,1988695,1214,173771,23.6345,-102.5528
Mexico_2021,2/14,127576000,4099,1992794,436,174207,23.6345,-102.5528
Mexico_2021,2/15,127576000,3098,1995892,450,174657,23.6345,-102.5528
Mexico_2021,2/16,127576000,8683,2004575,1329,175986,23.6345,-102.5528
Mexico_2021,2/17,127576000,8988,2013563,1075,177061,23.6345,-102.5528
Mexico_2021,2/18,127576000,9099,2022662,1047,178108,23.6345,-102.5528
Mexico_2021,2/19,127576000,7829,2030491,857,178965,23.6345,-102.5528
Mexico_2021,2/20,127576000,7785,2038276,832,179797,23.6345,-102.5528
Mexico_2021,2/21,127576000,3104,2041380,310,180107,23.6345,-102.5528
Mexico_2021,2/22,127576000,2252,2043632,429,180536,23.6345,-102.5528
Mexico_2021,2/23,127576000,8634,2052266,1273,181809,23.6345,-102.5528
Mexico_2021,2/24,127576000,8642,2060908,1006,182815,23.6345,-102.5528
Mexico_2021,2/25,127576000,8462,2069370,877,183692,23.6345,-102.5528
Mexico_2021,2/26,127576000,7512,2076882,782,184474,23.6345,-102.5528
Mexico_2021,2/27,127576000,7246,2084128,783,185257,23.6345,-102.5528
Mexico_2021,2/28,127576000,2810,2086938,458,185715,23.6345,-102.5528
Mexico_2021,3/1,127576000,2343,2089281,437,186152,23.6345,-102.5528
Mexico_2021,3/2,127576000,7913,2097194,1035,187187,23.6345,-102.5528
Mexico_2021,3/3,127576000,7793,2104987,857,188044,23.6345,-102.5528
Mexico_2021,3/4,127576000,7521,2112508,822,188866,23.6345,-102.5528
Mexico_2021,3/5,127576000,6797,2119305,712,189578,23.6345,-102.5528
Mexico_2021,3/6,127576000,6561,2125866,779,190357,23.6345,-102.5528
Mexico_2021,3/7,127576000,2734,2128600,247,190604,23.6345,-102.5528
Mexico_2021,3/8,127576000,1877,2130477,319,190923,23.6345,-102.5528
Mexico_2021,3/9,127576000,7407,2137884,866,191789,23.6345,-102.5528
Mexico_2021,3/10,127576000,6602,2144486,702,192491,23.6345,-102.5528
Mexico_2021,3/11,127576000,6469,2150955,661,193152,23.6345,-102.5528
Mexico_2021,3/12,127576000,6816,2157771,699,193851,23.6345,-102.5528
Mexico_2021,3/13,127576000,6104,2163875,639,194490,23.6345,-102.5528
Mexico_2021,3/14,127576000,2415,2166290,220,194710,23.6345,-102.5528
Mexico_2021,3/15,127576000,1439,2167729,234,194944,23.6345,-102.5528
Mexico_2021,3/16,127576000,1278,2169007,175,195119,23.6345,-102.5528
Mexico_2021,3/17,127576000,6455,2175462,789,195908,23.6345,-102.5528
Mexico_2021,3/18,127576000,6726,2182188,698,196606,23.6345,-102.5528
Mexico_2021,3/19,127576000,5722,2187910,613,197219,23.6345,-102.5528
Mexico_2021,3/20,127576000,5729,2193639,608,197827,23.6345,-102.5528
Mexico_2021,3/21,127576000,2133,2195772,209,198036,23.6345,-102.5528
Mexico_2021,3/22,127576000,1388,2197160,203,198239,23.6345,-102.5528
Mexico_2021,3/23,127576000,5881,2203041,809,199048,23.6345,-102.5528
Mexico_2021,3/24,127576000,5714,2208755,579,199627,23.6345,-102.5528
Mexico_2021,3/25,127576000,5787,2214542,584,200211,23.6345,-102.5528
Mexico_2021,3/26,127576000,5303,2219845,651,200862,23.6345,-102.5528
Mexico_2021,3/27,127576000,5059,2224904,567,201429,23.6345,-102.5528
Mexico_2021,3/28,127576000,1646,2226550,194,201623,23.6345,-102.5528
Mexico_2021,3/29,127576000,1293,2227843,209,201832,23.6345,-102.5528
Mexico_2021,3/30,127576000,5067,2232910,801,202633,23.6345,-102.5528
Mexico_2021,3/31,127576000,5977,2238887,577,203210,23.6345,-102.5528
Mexico_2021,4/1,127576000,5381,2244268,454,203664,23.6345,-102.5528
Mexico_2021,4/2,127576000,3089,2247357,190,203854,23.6345,-102.5528
Mexico_2021,4/3,127576000,1838,2249195,157,204011,23.6345,-102.5528
Mexico_2021,4/4,127576000,1263,2250458,136,204147,23.6345,-102.5528
Mexico_2021,4/5,127576000,1247,2251705,252,204399,23.6345,-102.5528
Mexico_2021,4/6,127576000,4804,2256509,586,204985,23.6345,-102.5528
Mexico_2021,4/7,127576000,5370,2261879,613,205598,23.6345,-102.5528
Mexico_2021,4/8,127576000,5140,2267019,548,206146,23.6345,-102.5528
Mexico_2021,4/9,127576000,5045,2272064,874,207020,23.6345,-102.5528
Mexico_2021,4/10,127576000,6356,2278420,2192,209212,23.6345,-102.5528
Mexico_2021,4/11,127576000,1793,2280213,126,209338,23.6345,-102.5528
Mexico_2021,4/12,127576000,1627,2281840,364,209702,23.6345,-102.5528
Mexico_2021,4/13,127576000,4512,2286352,580,210282,23.6345,-102.5528
Mexico_2021,4/14,127576000,4894,2291246,530,210812,23.6345,-102.5528
Mexico_2021,4/15,127576000,4189,2295435,401,211213,23.6345,-102.5528
Mexico_2021,4/16,127576000,4504,2299939,480,211693,23.6345,-102.5528
Mexico_2021,4/17,127576000,4157,2304096,535,212228,23.6345,-102.5528
Mexico_2021,4/18,127576000,1506,2305602,111,212339,23.6345,-102.5528
Mexico_2021,4/19,127576000,1308,2306910,127,212466,23.6345,-102.5528
Mexico_2021,4/20,127576000,4262,2311172,582,213048,23.6345,-102.5528
Mexico_2021,4/21,127576000,4639,2315811,549,213597,23.6345,-102.5528
Mexico_2021,4/22,127576000,3708,2319519,498,214095,23.6345,-102.5528
Mexico_2021,4/23,127576000,3911,2323430,409,214504,23.6345,-102.5528
Mexico_2021,4/24,127576000,3308,2326738,349,214853,23.6345,-102.5528
Mexico_2021,4/25,127576000,1653,2328391,94,214947,23.6345,-102.5528
Mexico_2021,4/26,127576000,1143,2329534,166,215113,23.6345,-102.5528
Mexico_2021,4/27,127576000,3592,2333126,434,215547,23.6345,-102.5528
Mexico_2021,4/28,127576000,3818,2336944,371,215918,23.6345,-102.5528
Mexico_2021,4/29,127576000,3990,2340934,529,216447,23.6345,-102.5528
Mexico_2021,4/30,127576000,3821,2344755,460,216907,23.6345,-102.5528
Mexico_2021,5/1,127576000,3025,2347780,261,217168,23.6345,-102.5528
Mexico_2021,5/2,127576000,1093,2348873,65,217233,23.6345,-102.5528
Mexico_2021,5/3,127576000,1027,2349900,112,217345,23.6345,-102.5528
Mexico_2021,5/4,127576000,3064,2352964,395,217740,23.6345,-102.5528
Mexico_2021,5/5,127576000,3021,2355985,267,218007,23.6345,-102.5528
Mexico_2021,5/6,127576000,2846,2358831,166,218173,23.6345,-102.5528
Mexico_2021,5/7,127576000,3043,2361874,484,218657,23.6345,-102.5528
Mexico_2021,5/8,127576000,2743,2364617,271,218928,23.6345,-102.5528
Mexico_2021,5/9,127576000,1175,2365792,57,218985,23.6345,-102.5528
Mexico_2021,5/10,127576000,704,2366496,104,219089,23.6345,-102.5528
Mexico_2021,5/11,127576000,1897,2368393,234,219323,23.6345,-102.5528
Mexico_2021,5/12,127576000,3090,2371483,267,219590,23.6345,-102.5528
Mexico_2021,5/13,127576000,3632,2375115,311,219901,23.6345,-102.5528
Mexico_2021,5/14,127576000,2880,2377995,258,220159,23.6345,-102.5528
Mexico_2021,5/15,127576000,2695,2380690,225,220384,23.6345,-102.5528
Mexico_2021,5/16,127576000,1233,2381923,53,220437,23.6345,-102.5528
Mexico_2021,5/17,127576000,822,2382745,56,220493,23.6345,-102.5528
Mexico_2021,5/18,127576000,2767,2385512,253,220746,23.6345,-102.5528
Mexico_2021,5/19,127576000,2000,2387512,104,220850,23.6345,-102.5528
Mexico_2021,5/20,127576000,2628,2390140,230,221080,23.6345,-102.5528
Mexico_2021,5/21,127576000,2604,2392744,176,221256,23.6345,-102.5528
Mexico_2021,5/22,127576000,2586,2395330,341,221597,23.6345,-102.5528
Mexico_2021,5/23,127576000,1274,2396604,50,221647,23.6345,-102.5528
Mexico_2021,5/24,127576000,703,2397307,48,221695,23.6345,-102.5528
Mexico_2021,5/25,127576000,2483,2399790,265,221960,23.6345,-102.5528
Mexico_2021,5/26,127576000,2932,2402722,272,222232,23.6345,-102.5528
Mexico_2021,5/27,127576000,3050,2405772,429,222661,23.6345,-102.5528
Mexico_2021,5/28,127576000,3006,2408778,411,223072,23.6345,-102.5528
Mexico_2021,5/29,127576000,2725,2411503,383,223455,23.6345,-102.5528
Mexico_2021,5/30,127576000,1307,2412810,52,223507,23.6345,-102.5528
Mexico_2021,5/31,127576000,932,2413742,61,223568,23.6345,-102.5528
Mexico_2021,6/1,127576000,6917,2420659,4272,227840,23.6345,-102.5528
Mexico_2021,6/2,127576000,3269,2423928,306,228146,23.6345,-102.5528
Mexico_2021,6/3,127576000,2894,2426822,216,228362,23.6345,-102.5528
Mexico_2021,6/4,127576000,2809,2429631,206,228568,23.6345,-102.5528
Mexico_2021,6/5,127576000,2071,2431702,190,228758,23.6345,-102.5528
Mexico_2021,6/6,127576000,1979,2433681,46,228804,23.6345,-102.5528
Mexico_2021,6/7,127576000,881,2434562,34,228838,23.6345,-102.5528
Mexico_2021,6/8,127576000,3449,2438011,262,229100,23.6345,-102.5528
Mexico_2021,6/9,127576000,3855,2441866,253,229353,23.6345,-102.5528
Mexico_2021,6/10,127576000,3672,2445538,227,229580,23.6345,-102.5528
Mexico_2021,6/11,127576000,3282,2448820,243,229823,23.6345,-102.5528
Mexico_2021,6/12,127576000,3649,2452469,274,230097,23.6345,-102.5528
Mexico_2021,6/13,127576000,1707,2454176,53,230150,23.6345,-102.5528
Mexico_2021,6/14,127576000,1175,2455351,37,230187,23.6345,-102.5528
Mexico_2021,6/15,127576000,4250,2459601,241,230428,23.6345,-102.5528
Mexico_2021,6/16,127576000,3789,2463390,196,230624,23.6345,-102.5528
Mexico_2021,6/17,127576000,4253,2467643,168,230792,23.6345,-102.5528
Mexico_2021,6/18,127576000,4098,2471741,167,230959,23.6345,-102.5528
Mexico_2021,6/19,127576000,0,2471741,0,230959,23.6345,-102.5528
Mexico_2021,6/20,127576000,5542,2477283,228,231187,23.6345,-102.5528
Mexico_2021,6/21,127576000,1268,2478551,57,231244,23.6345,-102.5528
Mexico_2021,6/22,127576000,4233,2482784,261,231505,23.6345,-102.5528
Mexico_2021,6/23,127576000,4963,2487747,342,231847,23.6345,-102.5528
Mexico_2021,6/24,127576000,5340,2493087,221,232068,23.6345,-102.5528
Mexico_2021,6/25,127576000,5270,2498357,278,232346,23.6345,-102.5528
Mexico_2021,6/26,127576000,5051,2503408,175,232521,23.6345,-102.5528
Mexico_2021,6/27,127576000,2384,2505792,43,232564,23.6345,-102.5528
Mexico_2021,6/28,127576000,1661,2507453,44,232608,23.6345,-102.5528
Mexico_2021,6/29,127576000,5711,2513164,195,232803,23.6345,-102.5528
Mexico_2021,6/30,127576000,6105,2519269,244,233047,23.6345,-102.5528
Mexico_2021,7/1,127576000,6081,2525350,201,233248,23.6345,-102.5528
Mexico_2021,7/2,127576000,5842,2531192,180,233428,23.6345,-102.5528
Mexico_2021,7/3,127576000,6265,2537457,152,233580,23.6345,-102.5528
Mexico_2021,7/4,127576000,2611,2540068,42,233622,23.6345,-102.5528
Mexico_2021,7/5,127576000,1805,2541873,67,233689,23.6345,-102.5528
Mexico_2021,7/6,127576000,7989,2549862,269,233958,23.6345,-102.5528
Mexico_2021,7/7,127576000,8507,2558369,234,234192,23.6345,-102.5528
Mexico_2021,7/8,127576000,9452,2567821,266,234458,23.6345,-102.5528
Mexico_2021,7/9,127576000,9319,2577140,217,234675,23.6345,-102.5528
Mexico_2021,7/10,127576000,9581,2586721,232,234907,23.6345,-102.5528
Mexico_2021,7/11,127576000,3779,2590500,62,234969,23.6345,-102.5528
Mexico_2021,7/12,127576000,3074,2593574,89,235058,23.6345,-102.5528
Mexico_2021,7/13,127576000,11137,2604711,219,235277,23.6345,-102.5528
Mexico_2021,7/14,127576000,12116,2616827,230,235507,23.6345,-102.5528
Mexico_2021,7/15,127576000,12821,2629648,233,235740,23.6345,-102.5528
Mexico_2021,7/16,127576000,12420,2642068,275,236015,23.6345,-102.5528
Mexico_2021,7/17,127576000,12631,2654699,225,236240,23.6345,-102.5528
Mexico_2021,7/18,127576000,4438,2659137,91,236331,23.6345,-102.5528
Mexico_2021,7/19,127576000,5307,2664444,138,236469,23.6345,-102.5528
Mexico_2021,7/20,127576000,13853,2678297,341,236810,23.6345,-102.5528
Mexico_2021,7/21,127576000,15198,2693495,397,237207,23.6345,-102.5528
Mexico_2021,7/22,127576000,16244,2709739,419,237626,23.6345,-102.5528
Mexico_2021,7/23,127576000,0,2709739,0,237626,23.6345,-102.5528
Mexico_2021,7/24,127576000,32244,2741983,690,238316,23.6345,-102.5528
Mexico_2021,7/25,127576000,6535,2748518,108,238424,23.6345,-102.5528
Mexico_2021,7/26,127576000,5920,2754438,171,238595,23.6345,-102.5528
Mexico_2021,7/27,127576000,17408,2771846,484,239079,23.6345,-102.5528
Mexico_2021,7/28,127576000,19028,2790874,537,239616,23.6345,-102.5528
Mexico_2021,7/29,127576000,19223,2810097,381,239997,23.6345,-102.5528
Mexico_2021,7/30,127576000,19346,2829443,459,240456,23.6345,-102.5528
Mexico_2021,7/31,127576000,18809,2848252,450,240906,23.6345,-102.5528
Mexico_2021,8/1,127576000,6740,2854992,128,241034,23.6345,-102.5528
Mexico_2021,8/2,127576000,6506,2861498,245,241279,23.6345,-102.5528
Mexico_2021,8/3,127576000,18911,2880409,657,241936,23.6345,-102.5528
Mexico_2021,8/4,127576000,20685,2901094,611,242547,23.6345,-102.5528
Mexico_2021,8/5,127576000,21569,2922663,618,243165,23.6345,-102.5528
Mexico_2021,8/6,127576000,21563,2944226,568,243733,23.6345,-102.5528
Mexico_2021,8/7,127576000,20018,2964244,515,244248,23.6345,-102.5528
Mexico_2021,8/8,127576000,7573,2971817,172,244420,23.6345,-102.5528
Mexico_2021,8/9,127576000,6513,2978330,270,244690,23.6345,-102.5528
Mexico_2021,8/10,127576000,19555,2997885,786,245476,23.6345,-102.5528
Mexico_2021,8/11,127576000,22711,3020596,727,246203,23.6345,-102.5528
Mexico_2021,8/12,127576000,24975,3045571,608,246811,23.6345,-102.5528
Mexico_2021,8/13,127576000,22758,3068329,603,247414,23.6345,-102.5528
Mexico_2021,8/14,127576000,23642,3091971,753,248167,23.6345,-102.5528
Mexico_2021,8/15,127576000,0,3091971,0,248167,23.6345,-102.5528
Mexico_2021,8/16,127576000,16467,3108438,485,248652,23.6345,-102.5528
Mexico_2021,8/17,127576000,14814,3123252,877,249529,23.6345,-102.5528
Mexico_2021,8/18,127576000,28953,3152205,940,250469,23.6345,-102.5528
Mexico_2021,8/19,127576000,23169,3175374,836,251305,23.6345,-102.5528
Mexico_2021,8/20,127576000,21734,3197108,775,252080,23.6345,-102.5528
Mexico_2021,8/21,127576000,20307,3217415,847,252927,23.6345,-102.5528
Mexico_2021,8/22,127576000,7658,3225073,228,253155,23.6345,-102.5528
Mexico_2021,8/23,127576000,6543,3231616,371,253526,23.6345,-102.5528
